Salticidae Blackwall,1841;Amphidraus nigrigenu;Salgado & Ruiz, 2017; Brazil
Salticidae Blackwall,1841;Amphidraus pae;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus pulvinus;Salgado & Ruiz, 2017; Brazil
Salticidae Blackwall,1841;Amphidraus quimbaya;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus quinini;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus sacrificatus;Salgado & Ruiz, 2019; Brazil
Salticidae Blackwall,1841;Amphidraus santanae;Galiano, 1967; Brazil
Salticidae Blackwall,1841;Amphidraus shenlong;Salgado & Ruiz, 2019; Brazil
Salticidae Blackwall,1841;Amphidraus sie;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus sikuani;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus simplex;Salgado & Ruiz, 2017; Brazil
Salticidae Blackwall,1841;Amphidraus somondoco;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus sotairensis;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus sua;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus tanimuca;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus tisquesusa;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus tundama;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus zaque;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amphidraus zipa;Galvis, 2017; Colombia
Salticidae Blackwall,1841;Amycus albipalpus;Galvis, 2015; Colombia
Salticidae Blackwall,1841;Amycus amrishi;Makhan, 2006; Suriname
Salticidae Blackwall,1841;Amycus annulatus;Simon, 1900; Brazil
Salticidae Blackwall,1841;Amycus ectypus;Simon, 1900; Peru, Brazil
Salticidae Blackwall,1841;Amycus equulus;Simon, 1900; Brazil
Salticidae Blackwall,1841;Amycus flavicomis;Simon, 1900; Brazil, Argentina
Salticidae Blackwall,1841;Amycus flavolineatus;C. L. Koch, 1846; Mexico
Salticidae Blackwall,1841;Amycus igneus;(Perty, 1833); Brazil
Salticidae Blackwall,1841;Amycus lycosiformis;Taczanowski, 1878; Peru
Salticidae Blackwall,1841;Amycus pertyi;Simon, 1900; Peru, French Guiana
Salticidae Blackwall,1841;Amycus rufifrons;Simon, 1900; Brazil
Salticidae Blackwall,1841;Amycus spectabilis;C. L. Koch, 1846; Colombia, Peru, Brazil
Salticidae Blackwall,1841;Ananeon howardensis;Richardson, 2013; Australia (Northern Territory)
Salticidae Blackwall,1841;Anarrhotus fossulatus;Simon, 1902; Malaysia
Salticidae Blackwall,1841;Anasaitis adorabilis;Zhang & Maddison, 2012; Hispaniola
Salticidae Blackwall,1841;Anasaitis arcuata;(Franganillo, 1930); Cuba
Salticidae Blackwall,1841;Anasaitis arcuata fulgida;(Franganillo, 1930);; Cuba
